Datum;Zeit;Kohlendioxid (CO2)[mg/m³];Temperatur[°C];Luftdruck[hPa]
13.05.2020;01:00;871;3,0;1016
13.05.2020;02:00;908;2,0;1015
13.05.2020;03:00;900;1,2;1015
13.05.2020;04:00;875;0,8;1015
13.05.2020;05:00;879;0,9;1015
13.05.2020;06:00;867;2,0;1015
13.05.2020;07:00;823;4,1;1015
13.05.2020;08:00;799;7,1;1015
13.05.2020;09:00;765;9,7;1014
13.05.2020;10:00;737;12,0;1014
13.05.2020;11:00;730;13,2;1013
13.05.2020;12:00;728;12,7;1012
13.05.2020;13:00;724;13,2;1012
13.05.2020;14:00;723;12,8;1012
13.05.2020;15:00;721;13,8;1011
13.05.2020;16:00;722;13,6;1010
13.05.2020;17:00;722;13,2;1010
13.05.2020;18:00;725;12,4;1011
13.05.2020;19:00;726;11,8;1011
13.05.2020;20:00;731;11,0;1011
13.05.2020;21:00;739;10,0;1011
13.05.2020;22:00;746;9,0;1012
13.05.2020;23:00;739;7,8;1013
13.05.2020;24:00;741;6,7;1014
14.05.2020;01:00;743;5,8;1014
14.05.2020;02:00;748;5,1;1015
14.05.2020;03:00;753;4,4;1016
14.05.2020;04:00;758;3,9;1016
14.05.2020;05:00;775;2,6;1016
14.05.2020;06:00;762;3,8;1017
14.05.2020;07:00;749;5,7;1018
14.05.2020;08:00;742;7,2;1018
14.05.2020;09:00;735;7,8;1018
14.05.2020;10:00;731;8,4;1019
14.05.2020;11:00;729;10,2;1019
14.05.2020;12:00;728;11,4;1019
14.05.2020;13:00;725;12,5;1018
14.05.2020;14:00;725;12,8;1018
14.05.2020;15:00;724;12,9;1018
14.05.2020;16:00;725;13,4;1018
14.05.2020;17:00;726;13,4;1017
14.05.2020;18:00;726;12,8;1017
14.05.2020;19:00;726;12,8;1018
14.05.2020;20:00;731;11,6;1018
14.05.2020;21:00;736;9,8;1018
14.05.2020;22:00;742;8,6;1018
14.05.2020;23:00;764;5,8;1018
14.05.2020;24:00;789;4,2;1019
15.05.2020;01:00;784;4,2;1018
15.05.2020;02:00;758;4,8;1018
15.05.2020;03:00;761;4,0;1018
15.05.2020;04:00;764;3,4;1018
15.05.2020;05:00;780;2,1;1018
15.05.2020;06:00;769;3,5;1019
15.05.2020;07:00;752;6,0;1019
15.05.2020;08:00;746;7,6;1019
15.05.2020;09:00;738;10,0;1019
15.05.2020;10:00;732;11,6;1019
15.05.2020;11:00;730;13,0;1020
15.05.2020;12:00;729;14,0;1020
15.05.2020;13:00;726;15,0;1020
15.05.2020;14:00;726;15,6;1020
15.05.2020;15:00;727;16,2;1020
15.05.2020;16:00;727;16,8;1020
15.05.2020;17:00;726;16,8;1020
15.05.2020;18:00;727;15,4;1020
15.05.2020;19:00;728;14,6;1021
15.05.2020;20:00;732;13,6;1021
15.05.2020;21:00;741;11,6;1022
15.05.2020;22:00;747;9,8;1023
15.05.2020;23:00;783;6,9;1024
15.05.2020;24:00;826;4,2;1024
16.05.2020;01:00;856;3,0;1024
16.05.2020;02:00;878;2,2;1024
16.05.2020;03:00;877;1,4;1024
16.05.2020;04:00;897;0,6;1024
16.05.2020;05:00;906;0,3;1024
16.05.2020;06:00;921;1,3;1024
16.05.2020;07:00;846;4,7;1024
16.05.2020;08:00;783;7,8;1025
16.05.2020;09:00;761;12,0;1025
16.05.2020;10:00;742;14,0;1024
16.05.2020;11:00;740;14,6;1024
16.05.2020;12:00;738;15,2;1024
16.05.2020;13:00;733;16,0;1023
16.05.2020;14:00;730;17,2;1022
16.05.2020;15:00;729;18,2;1022
16.05.2020;16:00;728;18,5;1021
16.05.2020;17:00;728;18,3;1020
16.05.2020;18:00;725;17,5;1020
16.05.2020;19:00;724;17,7;1020
16.05.2020;20:00;738;15,6;1020
16.05.2020;21:00;775;12,8;1021
16.05.2020;22:00;829;10,8;1021
16.05.2020;23:00;820;9,6;1021
16.05.2020;24:00;856;7,4;1021
17.05.2020;01:00;883;6,2;1022
17.05.2020;02:00;882;5,4;1022
17.05.2020;03:00;912;4,4;1022
17.05.2020;04:00;909;4,4;1022
17.05.2020;05:00;904;4,2;1023
17.05.2020;06:00;850;5,6;1023
17.05.2020;07:00;791;8,5;1024
17.05.2020;08:00;749;10,8;1024
17.05.2020;09:00;744;11,4;1024
17.05.2020;10:00;741;13,5;1025
17.05.2020;11:00;739;14,2;1025
17.05.2020;12:00;736;15,4;1025
17.05.2020;13:00;732;16,5;1025
17.05.2020;14:00;730;17,3;1024
17.05.2020;15:00;731;17,9;1024
17.05.2020;16:00;731;18,7;1024
17.05.2020;17:00;730;19,4;1023
17.05.2020;18:00;728;19,2;1023
17.05.2020;19:00;729;18,6;1023
17.05.2020;20:00;738;16,6;1023
17.05.2020;21:00;769;13,5;1024
17.05.2020;22:00;798;10,4;1024
17.05.2020;23:00;834;8,6;1024
17.05.2020;24:00;879;6,8;1024
18.05.2020;01:00;872;6,2;1025
18.05.2020;02:00;899;5,0;1025
18.05.2020;03:00;932;4,4;1025
18.05.2020;04:00;924;3,9;1025
18.05.2020;05:00;920;3,6;1025
18.05.2020;06:00;903;4,2;1025
18.05.2020;07:00;857;8,4;1025
18.05.2020;08:00;800;12,3;1025
18.05.2020;09:00;780;15,7;1025
18.05.2020;10:00;741;18,6;1025
18.05.2020;11:00;730;19,8;1024
18.05.2020;12:00;725;20,2;1024
18.05.2020;13:00;724;20,7;1024
18.05.2020;14:00;721;21,5;1023
18.05.2020;15:00;719;22,0;1023
18.05.2020;16:00;720;22,6;1022
18.05.2020;17:00;718;23,0;1022
18.05.2020;18:00;718;23,0;1022
18.05.2020;19:00;723;21,9;1022
18.05.2020;20:00;738;19,8;1022
18.05.2020;21:00;780;16,4;1022
18.05.2020;22:00;820;13,7;1023
18.05.2020;23:00;850;12,3;1023
18.05.2020;24:00;875;10,6;1023
19.05.2020;01:00;904;8,9;1023
19.05.2020;02:00;912;7,8;1023
19.05.2020;03:00;898;7,6;1023
19.05.2020;04:00;918;6,5;1023
19.05.2020;05:00;920;5,6;1023
19.05.2020;06:00;924;6,6;1023
19.05.2020;07:00;846;11,3;1023
19.05.2020;08:00;802;14,4;1023
19.05.2020;09:00;760;17,5;1023
19.05.2020;10:00;738;18,8;1023
19.05.2020;11:00;734;19,8;1023
19.05.2020;12:00;729;21,6;1022
19.05.2020;13:00;726;22,4;1022
19.05.2020;14:00;726;23,1;1021
19.05.2020;15:00;728;23,8;1021
19.05.2020;16:00;727;24,0;1020
19.05.2020;17:00;726;23,7;1020
19.05.2020;18:00;726;23,6;1020
19.05.2020;19:00;726;22,0;1020
19.05.2020;20:00;735;21,2;1021
19.05.2020;21:00;748;20,0;1022
19.05.2020;22:00;778;17,8;1022
19.05.2020;23:00;831;15,2;1022
19.05.2020;24:00;908;14,0;1022
20.05.2020;01:00;928;13,7;1022
20.05.2020;02:00;971;13,4;1022
20.05.2020;03:00;915;13,9;1022
20.05.2020;04:00;950;13,8;1022
20.05.2020;05:00;984;13,6;1022
20.05.2020;06:00;997;13,6;1022
20.05.2020;07:00;859;16,2;1022
20.05.2020;08:00;796;18,2;1022
20.05.2020;09:00;761;18,7;1022
20.05.2020;10:00;746;19,6;1023
20.05.2020;11:00;734;20,4;1022
20.05.2020;12:00;734;21,0;1022
20.05.2020;13:00;730;21,6;1022
20.05.2020;14:00;728;21,8;1022
20.05.2020;15:00;728;22,1;1022
20.05.2020;16:00;726;21,8;1022
20.05.2020;17:00;725;21,3;1022
20.05.2020;18:00;722;21,1;1022
20.05.2020;19:00;721;20,3;1022
20.05.2020;20:00;724;18,6;1022
20.05.2020;21:00;733;17,2;1023
20.05.2020;22:00;738;16,5;1024
20.05.2020;23:00;749;15,0;1024
20.05.2020;24:00;772;12,8;1024
21.05.2020;01:00;822;10,4;1024
21.05.2020;02:00;830;9,2;1024
21.05.2020;03:00;863;8,2;1024
21.05.2020;04:00;868;7,7;1024
21.05.2020;05:00;873;7,5;1024
21.05.2020;06:00;887;8,8;1024
21.05.2020;07:00;813;12,4;1024
21.05.2020;08:00;772;15,6;1024
21.05.2020;09:00;734;18,2;1024
21.05.2020;10:00;723;19,2;1024
21.05.2020;11:00;724;20,5;1024
21.05.2020;12:00;724;21,4;1024
21.05.2020;13:00;718;22,4;1023
21.05.2020;14:00;-;-;-
21.05.2020;15:00;-;-;-
21.05.2020;16:00;-;-;-
21.05.2020;17:00;-;-;-
21.05.2020;18:00;-;-;-
21.05.2020;19:00;-;-;-
21.05.2020;20:00;-;-;-
21.05.2020;21:00;-;-;-
21.05.2020;22:00;-;-;-
21.05.2020;23:00;-;-;-
21.05.2020;24:00;-;-;-
