Datum;Zeit;Kohlendioxid (CO2)[mg/m³];Temperatur[°C];Luftdruck[hPa]
27.01.2020;18:00;746;6,0;1007
27.01.2020;19:00;736;5,6;1006
27.01.2020;20:00;735;5,6;1006
27.01.2020;21:00;735;5,5;1005
27.01.2020;22:00;737;5,3;1004
27.01.2020;23:00;729;5,4;1003
27.01.2020;24:00;729;5,6;1002
28.01.2020;01:00;733;5,4;1000
28.01.2020;02:00;727;5,6;1000
28.01.2020;03:00;730;5,8;998
28.01.2020;04:00;727;6,8;998
28.01.2020;05:00;720;6,8;998
28.01.2020;06:00;720;5,6;998
28.01.2020;07:00;725;5,4;996
28.01.2020;08:00;732;5,2;996
28.01.2020;09:00;729;4,4;995
28.01.2020;10:00;722;3,8;994
28.01.2020;11:00;718;3,8;995
28.01.2020;12:00;718;4,3;996
28.01.2020;13:00;715;5,0;996
28.01.2020;14:00;714;5,6;997
28.01.2020;15:00;717;5,6;998
28.01.2020;16:00;721;5,4;998
28.01.2020;17:00;724;4,6;999
28.01.2020;18:00;720;4,1;1000
28.01.2020;19:00;728;3,4;1001
28.01.2020;20:00;729;3,2;1002
28.01.2020;21:00;722;3,4;1002
28.01.2020;22:00;724;3,0;1002
28.01.2020;23:00;730;2,8;1002
28.01.2020;24:00;734;1,7;1002
29.01.2020;01:00;734;1,9;1002
29.01.2020;02:00;731;2,0;1002
29.01.2020;03:00;735;2,4;1002
29.01.2020;04:00;730;2,2;1003
29.01.2020;05:00;727;2,4;1004
29.01.2020;06:00;737;2,4;1005
29.01.2020;07:00;738;3,0;1006
29.01.2020;08:00;733;3,2;1006
29.01.2020;09:00;740;3,3;1007
29.01.2020;10:00;732;3,6;1008
29.01.2020;11:00;730;3,8;1008
29.01.2020;12:00;732;4,4;1008
29.01.2020;13:00;724;4,6;1008
29.01.2020;14:00;725;5,1;1008
29.01.2020;15:00;725;5,4;1009
29.01.2020;16:00;727;4,0;1010
29.01.2020;17:00;734;2,8;1010
29.01.2020;18:00;744;2,2;1012
29.01.2020;19:00;759;2,3;1012
29.01.2020;20:00;752;3,3;1013
29.01.2020;21:00;744;4,3;1014
29.01.2020;22:00;741;4,3;1014
29.01.2020;23:00;740;4,0;1015
29.01.2020;24:00;735;4,4;1015
30.01.2020;01:00;738;4,8;1015
30.01.2020;02:00;736;5,1;1015
30.01.2020;03:00;740;5,2;1015
30.01.2020;04:00;735;5,3;1015
30.01.2020;05:00;740;5,2;1014
30.01.2020;06:00;738;5,1;1014
30.01.2020;07:00;746;4,9;1014
30.01.2020;08:00;745;4,6;1014
30.01.2020;09:00;742;5,0;1014
30.01.2020;10:00;732;5,4;1014
30.01.2020;11:00;748;5,6;1014
30.01.2020;12:00;728;7,6;1014
30.01.2020;13:00;727;7,8;1013
30.01.2020;14:00;729;8,2;1012
30.01.2020;15:00;729;8,7;1011
30.01.2020;16:00;735;8,0;1010
30.01.2020;17:00;736;7,2;1010
30.01.2020;18:00;742;7,4;1008
30.01.2020;19:00;747;7,4;1008
30.01.2020;20:00;745;7,4;1008
30.01.2020;21:00;732;8,3;1007
30.01.2020;22:00;734;7,2;1006
30.01.2020;23:00;737;7,2;1006
30.01.2020;24:00;734;8,8;1006
31.01.2020;01:00;731;10,0;1005
31.01.2020;02:00;728;11,6;1005
31.01.2020;03:00;726;12,4;1006
31.01.2020;04:00;725;12,6;1006
31.01.2020;05:00;726;12,2;1007
31.01.2020;06:00;728;12,2;1008
31.01.2020;07:00;730;12,0;1008
31.01.2020;08:00;733;11,9;1009
31.01.2020;09:00;740;11,4;1010
31.01.2020;10:00;735;11,6;1011
31.01.2020;11:00;732;12,0;1012
31.01.2020;12:00;728;13,2;1012
31.01.2020;13:00;727;13,6;1012
31.01.2020;14:00;728;14,0;1012
31.01.2020;15:00;728;14,2;1012
31.01.2020;16:00;729;14,1;1012
31.01.2020;17:00;732;13,2;1012
31.01.2020;18:00;734;12,2;1012
31.01.2020;19:00;737;11,5;1013
31.01.2020;20:00;737;11,5;1013
31.01.2020;21:00;738;11,4;1012
31.01.2020;22:00;735;11,6;1012
31.01.2020;23:00;736;11,6;1012
31.01.2020;24:00;736;11,5;1011
01.02.2020;01:00;734;11,6;1011
01.02.2020;02:00;731;11,9;1011
01.02.2020;03:00;730;11,9;1010
01.02.2020;04:00;731;10,7;1010
01.02.2020;05:00;734;9,8;1009
01.02.2020;06:00;727;11,4;1009
01.02.2020;07:00;728;11,6;1008
01.02.2020;08:00;730;11,4;1008
01.02.2020;09:00;731;10,8;1007
01.02.2020;10:00;732;10,2;1006
01.02.2020;11:00;734;10,6;1006
01.02.2020;12:00;730;11,3;1006
01.02.2020;13:00;727;11,6;1005
01.02.2020;14:00;725;11,6;1005
01.02.2020;15:00;727;11,3;1005
01.02.2020;16:00;726;10,8;1006
01.02.2020;17:00;729;10,4;1007
01.02.2020;18:00;733;10,4;1007
01.02.2020;19:00;732;10,2;1008
01.02.2020;20:00;730;10,0;1008
01.02.2020;21:00;732;9,8;1009
01.02.2020;22:00;732;9,6;1009
01.02.2020;23:00;730;8,8;1010
01.02.2020;24:00;731;8,2;1011
02.02.2020;01:00;733;7,5;1012
02.02.2020;02:00;732;7,3;1012
02.02.2020;03:00;736;7,4;1013
02.02.2020;04:00;732;7,4;1014
02.02.2020;05:00;731;7,4;1014
02.02.2020;06:00;733;7,2;1014
02.02.2020;07:00;735;6,9;1014
02.02.2020;08:00;737;6,6;1013
02.02.2020;09:00;743;6,1;1012
02.02.2020;10:00;752;5,4;1012
02.02.2020;11:00;749;5,8;1010
02.02.2020;12:00;740;6,8;1010
02.02.2020;13:00;742;8,0;1008
02.02.2020;14:00;737;9,8;1007
02.02.2020;15:00;735;10,4;1006
02.02.2020;16:00;726;12,4;1006
02.02.2020;17:00;727;12,6;1008
02.02.2020;18:00;725;12,8;1008
02.02.2020;19:00;725;12,4;1009
02.02.2020;20:00;726;12,0;1010
02.02.2020;21:00;727;11,8;1011
02.02.2020;22:00;728;11,4;1012
02.02.2020;23:00;729;11,0;1012
02.02.2020;24:00;732;10,7;1012
03.02.2020;01:00;732;10,6;1012
03.02.2020;02:00;730;10,5;1012
03.02.2020;03:00;729;9,6;1012
03.02.2020;04:00;728;9,2;1012
03.02.2020;05:00;730;9,2;1012
03.02.2020;06:00;732;9,2;1013
03.02.2020;07:00;734;9,2;1013
03.02.2020;08:00;737;9,0;1013
03.02.2020;09:00;740;8,9;1014
03.02.2020;10:00;738;9,5;1014
03.02.2020;11:00;735;10,1;1014
03.02.2020;12:00;732;10,7;1015
03.02.2020;13:00;728;11,2;1014
03.02.2020;14:00;727;11,3;1014
03.02.2020;15:00;729;11,0;1015
03.02.2020;16:00;729;10,8;1015
03.02.2020;17:00;731;10,5;1014
03.02.2020;18:00;736;9,6;1014
03.02.2020;19:00;735;8,4;1014
03.02.2020;20:00;746;7,6;1013
03.02.2020;21:00;739;7,6;1012
03.02.2020;22:00;737;7,6;1010
03.02.2020;23:00;738;7,0;1008
03.02.2020;24:00;751;6,5;1006
04.02.2020;01:00;733;6,1;1004
04.02.2020;02:00;729;5,2;1004
04.02.2020;03:00;732;4,6;1004
04.02.2020;04:00;736;4,4;1006
04.02.2020;05:00;728;4,2;1006
04.02.2020;06:00;731;4,0;1008
04.02.2020;07:00;736;3,8;1010
04.02.2020;08:00;741;3,4;1011
04.02.2020;09:00;741;3,5;1012
04.02.2020;10:00;737;3,6;1013
04.02.2020;11:00;736;4,7;1014
04.02.2020;12:00;732;5,2;1014
04.02.2020;13:00;731;3,6;1014
04.02.2020;14:00;737;3,8;1014
04.02.2020;15:00;737;4,6;1015
04.02.2020;16:00;734;4,7;1016
04.02.2020;17:00;739;4,3;1016
04.02.2020;18:00;747;3,6;1018
04.02.2020;19:00;751;3,6;1018
04.02.2020;20:00;748;3,6;1020
04.02.2020;21:00;753;3,2;1021
04.02.2020;22:00;753;2,8;1022
04.02.2020;23:00;754;2,5;1023
04.02.2020;24:00;755;3,2;1024
05.02.2020;01:00;751;3,6;1025
05.02.2020;02:00;752;3,6;1026
05.02.2020;03:00;749;3,3;1026
05.02.2020;04:00;748;2,6;1027
05.02.2020;05:00;748;2,6;1028
05.02.2020;06:00;750;2,3;1029
05.02.2020;07:00;785;0,3;1030
05.02.2020;08:00;805;-0,9;1032
05.02.2020;09:00;819;-1,0;1033
05.02.2020;10:00;791;2,1;1034
05.02.2020;11:00;762;3,8;1034
05.02.2020;12:00;755;4,8;1035
05.02.2020;13:00;754;6,1;1036
05.02.2020;14:00;750;7,0;1036
05.02.2020;15:00;752;7,4;1036
05.02.2020;16:00;754;7,1;1035
05.02.2020;17:00;756;6,4;1036
05.02.2020;18:00;771;4,6;1036
05.02.2020;19:00;804;2,4;1036
05.02.2020;20:00;817;0,7;1036
05.02.2020;21:00;827;-0,6;1036
05.02.2020;22:00;825;-1,7;1036
05.02.2020;23:00;845;-2,2;1036
05.02.2020;24:00;870;-2,4;1036
06.02.2020;01:00;854;-2,7;1036
06.02.2020;02:00;849;-2,4;1035
06.02.2020;03:00;858;-2,6;1035
06.02.2020;04:00;861;-2,8;1034
06.02.2020;05:00;865;-3,1;1034
06.02.2020;06:00;873;-2,8;1034
06.02.2020;07:00;880;-1,8;1033
06.02.2020;08:00;876;-1,4;1033
06.02.2020;09:00;865;-1,0;1033
06.02.2020;10:00;838;-0,4;1033
06.02.2020;11:00;833;0,6;1033
06.02.2020;12:00;824;1,9;1033
06.02.2020;13:00;817;2,9;1033
06.02.2020;14:00;835;3,0;1033
06.02.2020;15:00;836;3,2;1032
06.02.2020;16:00;828;3,3;1032
06.02.2020;17:00;828;3,4;1032
06.02.2020;18:00;827;2,2;1032
06.02.2020;19:00;858;0,2;1032
06.02.2020;20:00;855;-1,0;1032
06.02.2020;21:00;908;-1,6;1031
06.02.2020;22:00;909;-2,5;1032
06.02.2020;23:00;944;-2,5;1032
06.02.2020;24:00;952;-2,2;1032
07.02.2020;01:00;962;-1,6;1031
07.02.2020;02:00;966;-1,6;1031
07.02.2020;03:00;948;-1,5;1031
07.02.2020;04:00;936;-1,4;1031
07.02.2020;05:00;926;-1,8;1031
07.02.2020;06:00;936;-2,5;1030
07.02.2020;07:00;934;-3,1;1030
07.02.2020;08:00;947;-3,6;1031
07.02.2020;09:00;949;-3,2;1031
07.02.2020;10:00;931;-0,9;1031
07.02.2020;11:00;787;1,8;1030
07.02.2020;12:00;768;3,0;1030
07.02.2020;13:00;759;4,2;1030
07.02.2020;14:00;753;4,9;1028
07.02.2020;15:00;753;5,3;1028
07.02.2020;16:00;752;5,0;1028
07.02.2020;17:00;753;4,6;1027
07.02.2020;18:00;760;3,0;1027
07.02.2020;19:00;767;1,8;1027
07.02.2020;20:00;768;1,7;1027
07.02.2020;21:00;770;1,0;1026
07.02.2020;22:00;773;0,6;1026
07.02.2020;23:00;796;-1,4;1026
07.02.2020;24:00;806;-2,4;1026
08.02.2020;01:00;811;-2,7;1026
08.02.2020;02:00;808;-3,0;1025
08.02.2020;03:00;816;-3,3;1025
08.02.2020;04:00;815;-3,4;1024
08.02.2020;05:00;819;-3,9;1024
08.02.2020;06:00;808;-3,0;1024
08.02.2020;07:00;786;-1,5;1024
08.02.2020;08:00;785;-1,2;1024
08.02.2020;09:00;791;-0,6;1025
08.02.2020;10:00;787;0,7;1025
08.02.2020;11:00;791;1,6;1025
08.02.2020;12:00;791;2,6;1025
08.02.2020;13:00;800;2,7;1024
08.02.2020;14:00;817;2,8;1024
08.02.2020;15:00;820;3,2;1024
08.02.2020;16:00;815;3,6;1023
08.02.2020;17:00;819;4,0;1023
08.02.2020;18:00;826;4,2;1023
08.02.2020;19:00;827;4,5;1023
08.02.2020;20:00;825;4,4;1023
08.02.2020;21:00;837;4,3;1024
08.02.2020;22:00;856;3,8;1024
08.02.2020;23:00;874;3,8;1023
08.02.2020;24:00;830;4,8;1023
09.02.2020;01:00;831;4,1;1023
09.02.2020;02:00;834;3,9;1022
09.02.2020;03:00;840;3,6;1022
09.02.2020;04:00;849;3,4;1021
09.02.2020;05:00;842;3,6;1021
09.02.2020;06:00;817;4,0;1020
09.02.2020;07:00;816;3,8;1020
09.02.2020;08:00;812;3,8;1020
09.02.2020;09:00;802;3,8;1018
09.02.2020;10:00;783;5,6;1018
09.02.2020;11:00;778;6,6;1017
09.02.2020;12:00;764;7,8;1016
09.02.2020;13:00;738;10,3;1014
09.02.2020;14:00;733;11,4;1012
09.02.2020;15:00;731;11,2;1010
09.02.2020;16:00;729;11,4;1010
09.02.2020;17:00;728;11,6;1008
09.02.2020;18:00;726;12,0;1006
09.02.2020;19:00;724;12,1;1004
09.02.2020;20:00;724;12,2;1002
09.02.2020;21:00;721;12,3;1002
09.02.2020;22:00;718;12,0;1000
09.02.2020;23:00;718;12,2;998
09.02.2020;24:00;718;12,6;996
10.02.2020;01:00;717;12,8;994
10.02.2020;02:00;716;12,1;993
10.02.2020;03:00;716;8,9;994
10.02.2020;04:00;716;8,4;994
10.02.2020;05:00;717;8,9;994
10.02.2020;06:00;720;8,6;994
10.02.2020;07:00;722;9,2;994
10.02.2020;08:00;722;8,9;995
10.02.2020;09:00;723;9,0;996
10.02.2020;10:00;722;7,0;998
10.02.2020;11:00;722;5,4;1001
10.02.2020;12:00;722;7,8;1002
10.02.2020;13:00;721;8,0;1003
10.02.2020;14:00;721;7,2;1004
10.02.2020;15:00;722;7,8;1004
10.02.2020;16:00;723;7,8;1004
10.02.2020;17:00;725;7,8;1004
10.02.2020;18:00;727;7,4;1004
10.02.2020;19:00;726;6,2;1003
10.02.2020;20:00;726;5,8;1002
10.02.2020;21:00;723;4,8;1000
10.02.2020;22:00;723;4,2;999
10.02.2020;23:00;724;5,4;998
10.02.2020;24:00;721;6,8;997
11.02.2020;01:00;720;5,6;998
11.02.2020;02:00;722;3,7;1000
11.02.2020;03:00;724;4,1;1002
11.02.2020;04:00;725;4,4;1002
11.02.2020;05:00;726;4,4;1003
11.02.2020;06:00;727;4,6;1004
11.02.2020;07:00;728;4,7;1004
11.02.2020;08:00;729;4,0;1005
11.02.2020;09:00;731;4,2;1005
11.02.2020;10:00;728;5,0;1006
11.02.2020;11:00;727;3,6;1006
11.02.2020;12:00;726;5,4;1006
11.02.2020;13:00;724;5,4;1006
11.02.2020;14:00;724;5,0;1006
11.02.2020;15:00;725;5,8;1006
11.02.2020;16:00;726;5,4;1007
11.02.2020;17:00;728;2,8;1008
11.02.2020;18:00;729;2,4;1008
11.02.2020;19:00;737;2,0;1008
11.02.2020;20:00;731;2,4;1009
11.02.2020;21:00;729;2,3;1010
11.02.2020;22:00;730;2,2;1010
11.02.2020;23:00;734;2,3;1011
11.02.2020;24:00;736;2,6;1012
12.02.2020;01:00;734;3,2;1012
12.02.2020;02:00;734;3,6;1012
12.02.2020;03:00;735;3,6;1013
12.02.2020;04:00;734;3,5;1012
12.02.2020;05:00;734;3,6;1013
12.02.2020;06:00;736;3,4;1013
12.02.2020;07:00;736;3,7;1013
12.02.2020;08:00;738;3,0;1013
12.02.2020;09:00;737;3,6;1014
12.02.2020;10:00;734;4,2;1014
12.02.2020;11:00;733;5,0;1015
12.02.2020;12:00;733;5,5;1015
12.02.2020;13:00;731;5,9;1015
12.02.2020;14:00;731;6,4;1015
12.02.2020;15:00;732;6,4;1015
12.02.2020;16:00;733;6,5;1015
12.02.2020;17:00;736;5,7;1016
12.02.2020;18:00;740;4,6;1016
12.02.2020;19:00;741;4,1;1017
12.02.2020;20:00;742;3,2;1018
12.02.2020;21:00;743;2,8;1018
12.02.2020;22:00;744;2,6;1018
12.02.2020;23:00;749;1,5;1019
12.02.2020;24:00;745;2,5;1019
13.02.2020;01:00;744;2,6;1019
13.02.2020;02:00;743;2,7;1019
13.02.2020;03:00;750;1,2;1018
13.02.2020;04:00;760;-;1018
13.02.2020;05:00;771;-0,8;1017
13.02.2020;06:00;771;-0,4;1016
13.02.2020;07:00;766;0,5;1016
13.02.2020;08:00;765;1,2;1014
13.02.2020;09:00;768;1,5;1014
13.02.2020;10:00;767;1,8;1012
13.02.2020;11:00;768;2,0;1010
13.02.2020;12:00;763;2,4;1010
13.02.2020;13:00;742;3,8;1006
13.02.2020;14:00;739;3,8;1004
13.02.2020;15:00;740;3,3;1004
13.02.2020;16:00;738;3,2;1002
13.02.2020;17:00;735;3,4;1002
13.02.2020;18:00;742;3,5;1002
13.02.2020;19:00;746;3,6;1002
13.02.2020;20:00;750;3,6;1002
13.02.2020;21:00;748;4,2;1002
13.02.2020;22:00;744;4,2;1003
13.02.2020;23:00;740;4,2;1003
13.02.2020;24:00;747;4,3;1004
14.02.2020;01:00;758;4,2;1006
14.02.2020;02:00;764;4,0;1008
14.02.2020;03:00;769;4,1;1009
14.02.2020;04:00;750;5,0;1010
14.02.2020;05:00;744;5,5;1012
14.02.2020;06:00;749;5,0;1012
14.02.2020;07:00;753;5,2;1014
14.02.2020;08:00;752;5,2;1016
14.02.2020;09:00;753;5,2;1018
14.02.2020;10:00;748;5,8;1018
14.02.2020;11:00;746;5,7;1020
14.02.2020;12:00;746;6,2;1021
14.02.2020;13:00;746;6,0;1022
14.02.2020;14:00;749;6,1;1022
14.02.2020;15:00;752;6,2;1023
14.02.2020;16:00;753;6,3;1023
14.02.2020;17:00;754;6,4;1024
14.02.2020;18:00;767;6,3;1024
14.02.2020;19:00;777;5,3;1025
14.02.2020;20:00;777;5,0;1026
14.02.2020;21:00;772;5,0;1026
14.02.2020;22:00;826;3,0;1026
14.02.2020;23:00;821;2,8;1026
14.02.2020;24:00;822;3,0;1026
15.02.2020;01:00;812;3,5;1026
15.02.2020;02:00;806;3,6;1025
15.02.2020;03:00;785;4,4;1025
15.02.2020;04:00;792;3,9;1025
15.02.2020;05:00;799;3,8;1024
15.02.2020;06:00;796;3,8;1024
15.02.2020;07:00;784;3,7;1024
15.02.2020;08:00;798;3,2;1024
15.02.2020;09:00;791;3,2;1024
15.02.2020;10:00;779;4,2;1024
15.02.2020;11:00;780;4,9;1024
15.02.2020;12:00;782;5,8;1024
15.02.2020;13:00;771;7,3;1023
15.02.2020;14:00;767;8,6;1022
15.02.2020;15:00;751;10,2;1021
15.02.2020;16:00;747;10,2;1021
15.02.2020;17:00;746;9,8;1020
15.02.2020;18:00;748;8,2;1020
15.02.2020;19:00;753;7,8;1019
15.02.2020;20:00;762;7,4;1018
15.02.2020;21:00;766;7,2;1018
15.02.2020;22:00;764;7,2;1018
15.02.2020;23:00;768;7,4;1017
15.02.2020;24:00;767;7,7;1018
16.02.2020;01:00;766;8,0;1016
16.02.2020;02:00;763;8,2;1016
16.02.2020;03:00;754;8,8;1016
16.02.2020;04:00;756;8,6;1015
16.02.2020;05:00;750;8,8;1014
16.02.2020;06:00;751;9,3;1014
16.02.2020;07:00;752;10,1;1013
16.02.2020;08:00;759;9,3;1013
16.02.2020;09:00;741;11,2;1013
16.02.2020;10:00;733;12,8;1013
16.02.2020;11:00;731;13,0;1012
16.02.2020;12:00;733;12,8;1012
16.02.2020;13:00;729;13,9;1011
16.02.2020;14:00;728;15,4;1010
16.02.2020;15:00;727;16,2;1009
16.02.2020;16:00;732;15,1;1009
16.02.2020;17:00;730;15,5;1008
16.02.2020;18:00;729;15,6;1008
16.02.2020;19:00;727;15,7;1008
16.02.2020;20:00;726;15,9;1008
16.02.2020;21:00;726;15,6;1008
16.02.2020;22:00;724;15,4;1007
16.02.2020;23:00;725;15,0;1008
16.02.2020;24:00;729;11,4;1010
17.02.2020;01:00;733;8,9;1012
17.02.2020;02:00;732;8,4;1012
17.02.2020;03:00;732;8,6;1013
17.02.2020;04:00;733;8,3;1014
17.02.2020;05:00;734;8,0;1015
17.02.2020;06:00;737;7,8;1016
17.02.2020;07:00;739;7,6;1016
17.02.2020;08:00;743;7,5;1016
17.02.2020;09:00;746;7,3;1016
17.02.2020;10:00;750;7,2;1017
17.02.2020;11:00;749;7,6;1017
17.02.2020;12:00;745;8,0;1017
17.02.2020;13:00;742;8,3;1017
17.02.2020;14:00;739;8,7;1016
17.02.2020;15:00;734;9,3;1016
17.02.2020;16:00;734;9,3;1016
17.02.2020;17:00;735;9,5;1016
17.02.2020;18:00;742;8,7;1016
17.02.2020;19:00;742;6,1;1018
17.02.2020;20:00;741;6,1;1018
17.02.2020;21:00;742;5,8;1018
17.02.2020;22:00;742;6,4;1018
17.02.2020;23:00;740;7,2;1018
17.02.2020;24:00;741;7,6;1019
18.02.2020;01:00;741;7,2;1019
18.02.2020;02:00;741;6,6;1020
18.02.2020;03:00;743;6,2;1021
18.02.2020;04:00;743;6,4;1021
18.02.2020;05:00;743;6,2;1022
18.02.2020;06:00;745;6,2;1022
18.02.2020;07:00;746;6,0;1022
18.02.2020;08:00;748;5,6;1024
18.02.2020;09:00;749;5,5;1024
18.02.2020;10:00;744;6,1;1025
18.02.2020;11:00;743;6,5;1025
18.02.2020;12:00;743;7,0;1025
18.02.2020;13:00;741;7,4;1025
18.02.2020;14:00;740;7,6;1024
18.02.2020;15:00;740;7,8;1024
18.02.2020;16:00;741;7,4;1024
18.02.2020;17:00;743;7,5;1024
18.02.2020;18:00;745;7,4;1024
18.02.2020;19:00;746;6,9;1024
18.02.2020;20:00;746;6,6;1023
18.02.2020;21:00;745;6,2;1023
18.02.2020;22:00;746;6,0;1022
18.02.2020;23:00;746;6,0;1022
18.02.2020;24:00;745;6,0;1021
19.02.2020;01:00;745;5,2;1020
19.02.2020;02:00;746;5,3;1018
19.02.2020;03:00;743;5,6;1018
19.02.2020;04:00;740;6,2;1016
19.02.2020;05:00;738;6,1;1014
19.02.2020;06:00;737;6,0;1014
19.02.2020;07:00;737;5,6;1014
19.02.2020;08:00;739;5,1;1015
19.02.2020;09:00;739;4,6;1016
19.02.2020;10:00;741;4,5;1018
19.02.2020;11:00;741;5,1;1018
19.02.2020;12:00;742;5,4;1019
19.02.2020;13:00;742;5,6;1020
19.02.2020;14:00;741;6,4;1020
19.02.2020;15:00;743;6,7;1021
19.02.2020;16:00;744;6,6;1022
19.02.2020;17:00;746;6,4;1022
19.02.2020;18:00;749;5,8;1022
19.02.2020;19:00;757;5,2;1024
19.02.2020;20:00;770;4,6;1024
19.02.2020;21:00;775;3,6;1024
19.02.2020;22:00;788;1,6;1024
19.02.2020;23:00;785;1,0;1023
19.02.2020;24:00;782;1,4;1023
20.02.2020;01:00;780;2,8;1023
20.02.2020;02:00;755;4,4;1022
20.02.2020;03:00;756;4,8;1022
20.02.2020;04:00;766;4,0;1021
20.02.2020;05:00;764;3,6;1021
20.02.2020;06:00;765;3,8;1021
20.02.2020;07:00;766;4,0;1020
20.02.2020;08:00;760;4,6;1020
20.02.2020;09:00;758;5,3;1020
20.02.2020;10:00;754;6,1;1020
20.02.2020;11:00;752;6,5;1020
20.02.2020;12:00;757;6,9;1020
20.02.2020;13:00;753;7,7;1019
20.02.2020;14:00;735;9,0;1018
20.02.2020;15:00;734;9,1;1018
20.02.2020;16:00;734;8,9;1017
20.02.2020;17:00;735;8,5;1016
20.02.2020;18:00;740;7,7;1016
20.02.2020;19:00;741;7,9;1016
20.02.2020;20:00;740;8,0;1014
20.02.2020;21:00;739;8,0;1014
20.02.2020;22:00;737;8,0;1013
20.02.2020;23:00;735;7,1;1013
20.02.2020;24:00;736;6,1;1014
21.02.2020;01:00;739;5,2;1016
21.02.2020;02:00;742;4,6;1018
21.02.2020;03:00;744;4,4;1020
21.02.2020;04:00;745;4,2;1022
21.02.2020;05:00;746;4,0;1022
21.02.2020;06:00;749;4,0;1024
21.02.2020;07:00;751;4,0;1025
21.02.2020;08:00;752;3,8;1026
21.02.2020;09:00;752;3,8;1027
21.02.2020;10:00;749;4,2;1028
21.02.2020;11:00;746;5,1;1028
21.02.2020;12:00;745;5,6;1029
21.02.2020;13:00;744;6,3;1029
21.02.2020;14:00;743;7,0;1028
21.02.2020;15:00;744;7,0;1028
21.02.2020;16:00;745;7,0;1028
21.02.2020;17:00;745;7,2;1028
21.02.2020;18:00;748;7,0;1028
21.02.2020;19:00;750;6,8;1028
21.02.2020;20:00;751;6,6;1028
21.02.2020;21:00;753;6,5;1028
21.02.2020;22:00;751;6,5;1028
21.02.2020;23:00;750;6,2;1028
21.02.2020;24:00;752;5,4;1028
22.02.2020;01:00;760;3,8;1027
22.02.2020;02:00;763;3,2;1027
22.02.2020;03:00;764;2,4;1026
22.02.2020;04:00;760;2,6;1026
22.02.2020;05:00;763;2,2;1025
22.02.2020;06:00;765;2,0;1025
22.02.2020;07:00;763;2,0;1024
22.02.2020;08:00;763;2,0;1024
22.02.2020;09:00;758;2,8;1025
22.02.2020;10:00;748;6,4;1024
22.02.2020;11:00;750;7,6;1024
22.02.2020;12:00;747;9,0;1024
22.02.2020;13:00;741;9,8;1022
22.02.2020;14:00;739;10,4;1022
22.02.2020;15:00;741;10,6;1022
22.02.2020;16:00;741;10,4;1022
22.02.2020;17:00;740;10,4;1022
22.02.2020;18:00;741;10,1;1022
22.02.2020;19:00;742;9,8;1022
22.02.2020;20:00;743;9,8;1023
22.02.2020;21:00;742;9,8;1023
22.02.2020;22:00;742;9,6;1023
22.02.2020;23:00;743;9,6;1022
22.02.2020;24:00;744;9,5;1022
23.02.2020;01:00;744;9,0;1023
23.02.2020;02:00;743;9,0;1023
23.02.2020;03:00;744;9,0;1022
23.02.2020;04:00;742;9,2;1022
23.02.2020;05:00;740;9,2;1021
23.02.2020;06:00;740;9,1;1021
23.02.2020;07:00;743;8,8;1020
23.02.2020;08:00;742;8,6;1019
23.02.2020;09:00;744;8,0;1018
23.02.2020;10:00;738;9,5;1016
23.02.2020;11:00;733;11,0;1014
23.02.2020;12:00;733;11,6;1014
23.02.2020;13:00;732;11,8;1013
23.02.2020;14:00;731;12,0;1012
23.02.2020;15:00;731;12,4;1012
23.02.2020;16:00;731;12,0;1012
23.02.2020;17:00;732;11,4;1012
23.02.2020;18:00;732;10,9;1012
23.02.2020;19:00;733;10,6;1012
23.02.2020;20:00;735;9,9;1015
23.02.2020;21:00;739;8,2;1017
23.02.2020;22:00;742;7,8;1018
23.02.2020;23:00;744;7,4;1020
23.02.2020;24:00;746;6,6;1022
24.02.2020;01:00;749;5,1;1024
24.02.2020;02:00;754;4,0;1024
24.02.2020;03:00;763;3,4;1025
24.02.2020;04:00;780;1,6;1025
24.02.2020;05:00;793;1,2;1025
24.02.2020;06:00;786;1,8;1025
24.02.2020;07:00;799;1,4;1025
24.02.2020;08:00;814;1,8;1024
24.02.2020;09:00;785;3,3;1024
24.02.2020;10:00;761;4,6;1023
24.02.2020;11:00;757;5,1;1022
24.02.2020;12:00;766;4,9;1021
24.02.2020;13:00;759;5,1;1020
24.02.2020;14:00;751;5,2;1018
24.02.2020;15:00;750;5,3;1016
24.02.2020;16:00;752;5,9;1014
24.02.2020;17:00;754;6,8;1012
24.02.2020;18:00;753;7,3;1010
24.02.2020;19:00;742;9,6;1010
24.02.2020;20:00;731;10,7;1009
24.02.2020;21:00;730;10,8;1008
24.02.2020;22:00;729;10,4;1008
24.02.2020;23:00;729;10,4;1008
24.02.2020;24:00;729;10,2;1007
25.02.2020;01:00;728;9,8;1006
25.02.2020;02:00;727;9,9;1006
25.02.2020;03:00;727;10,0;1006
25.02.2020;04:00;726;10,0;1005
25.02.2020;05:00;726;9,9;1004
25.02.2020;06:00;728;9,5;1004
25.02.2020;07:00;728;9,9;1003
25.02.2020;08:00;730;9,0;1003
25.02.2020;09:00;731;7,8;1003
25.02.2020;10:00;729;7,4;1003
25.02.2020;11:00;724;7,9;1003
25.02.2020;12:00;722;8,3;1003
25.02.2020;13:00;721;8,6;1002
25.02.2020;14:00;720;10,0;1002
25.02.2020;15:00;721;9,0;1000
25.02.2020;16:00;722;7,2;1001
25.02.2020;17:00;721;8,3;1000
